File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MYD13Q1_061__250m_16_days_NDVI_doy2024201000000_aid0001,_250m_16_days_NDVI,aid0001,2024-07-19,302920.0,-0.2,0.9993,"(-0.2,0.9993)",0.4773422,0.1974234,0.038976,0.63,0.9993,0.5052,-0.0757,0.3477
MYD13Q1_061__250m_16_days_NDVI_doy2024217000000_aid0001,_250m_16_days_NDVI,aid0001,2024-08-04,304333.0,-0.2,0.9995,"(-0.2,0.9995)",0.484468,0.2152894,0.0463495,0.6508,0.9995,0.5045,-0.1321,0.3376
MYD13Q1_061__250m_16_days_NDVI_doy2024233000000_aid0001,_250m_16_days_NDVI,aid0001,2024-08-20,304230.0,-0.2,0.9994,"(-0.2,0.9994)",0.6082089,0.2224516,0.0494847,0.7717,0.9994,0.6739,0.0762,0.4935
MYD13Q1_061__250m_16_days_NDVI_doy2024249000000_aid0001,_250m_16_days_NDVI,aid0001,2024-09-05,302485.0,-0.2,0.9995,"(-0.2,0.9995)",0.7197726,0.1778473,0.0316297,0.8277,0.9995,0.7653,0.437,0.6714
MYD13Q1_061__250m_16_days_NDVI_doy2024265000000_aid0001,_250m_16_days_NDVI,aid0001,2024-09-21,304143.0,-0.2,0.9996,"(-0.2,0.9996)",0.6691231,0.2110245,0.0445313,0.8213,0.9996,0.7354,0.1871,0.5676
MYD13Q1_061__250m_16_days_NDVI_doy2024281000000_aid0001,_250m_16_days_NDVI,aid0001,2024-10-07,304652.0,-0.2,0.9996,"(-0.2,0.9996)",0.7201771,0.1772886,0.0314312,0.8218,0.9996,0.756,0.4603,0.6772
MYD13Q1_061__250m_16_days_NDVI_doy2024297000000_aid0001,_250m_16_days_NDVI,aid0001,2024-10-23,303603.0,-0.2,0.9986,"(-0.2,0.9986)",0.6889749,0.1499771,0.0224931,0.7808,0.9764,0.7266,0.4541,0.6501
MYD13Q1_061__250m_16_days_NDVI_doy2024313000000_aid0001,_250m_16_days_NDVI,aid0001,2024-11-08,303164.0,-0.2,0.9971,"(-0.2,0.9971)",0.574139,0.1385204,0.0191879,0.6726,0.925,0.5971,0.2514,0.5041
MYD13Q1_061__250m_16_days_NDVI_doy2024329000000_aid0001,_250m_16_days_NDVI,aid0001,2024-11-24,304192.0,-0.2,0.8707,"(-0.2,0.8707)",0.4632755,0.1345994,0.018117,0.5494,0.8035,0.4618,0.1259,0.38
MYD13Q1_061__250m_16_days_NDVI_doy2024345000000_aid0001,_250m_16_days_NDVI,aid0001,2024-12-10,304380.0,-0.1997,0.907,"(-0.1997,0.907)",0.4627842,0.1259956,0.0158749,0.5495,0.8087,0.4585,0.1175,0.3767
MYD13Q1_061__250m_16_days_NDVI_doy2024361000000_aid0001,_250m_16_days_NDVI,aid0001,2024-12-26,304406.0,-0.2,0.8571,"(-0.2,0.8571)",0.4515889,0.1164768,0.0135668,0.5302,0.7586,0.4521,0.1495,0.3779
MYD13Q1_061__250m_16_days_NDVI_doy2025009000000_aid0001,_250m_16_days_NDVI,aid0001,2025-01-09,304794.0,-0.1996,0.9963,"(-0.1996,0.9963)",0.4768798,0.137119,0.0188016,0.5769,0.8553,0.4914,0.1017,0.3868
MYD13Q1_061__250m_16_days_NDVI_doy2025025000000_aid0001,_250m_16_days_NDVI,aid0001,2025-01-25,304877.0,-0.1997,0.8633,"(-0.1997,0.8633)",0.4798468,0.1372077,0.018826,0.5825,0.8633,0.4936,0.092,0.3863
MYD13Q1_061__250m_16_days_NDVI_doy2025041000000_aid0001,_250m_16_days_NDVI,aid0001,2025-02-10,304880.0,-0.1984,0.9584,"(-0.1984,0.9584)",0.4668326,0.1397256,0.0195233,0.5678,0.8627,0.4707,0.0761,0.3709
MYD13Q1_061__250m_16_days_NDVI_doy2025057000000_aid0001,_250m_16_days_NDVI,aid0001,2025-02-26,304879.0,-0.1926,0.8997,"(-0.1926,0.8997)",0.5296686,0.1395291,0.0194684,0.6163,0.8821,0.5307,0.1733,0.4391
MYD13Q1_061__250m_16_days_NDVI_doy2025073000000_aid0001,_250m_16_days_NDVI,aid0001,2025-03-14,304825.0,-0.1979,0.8923,"(-0.1979,0.8923)",0.6306458,0.1484992,0.022052,0.7464,0.8923,0.6384,0.2379,0.543
MYD13Q1_061__250m_16_days_NDVI_doy2025089000000_aid0001,_250m_16_days_NDVI,aid0001,2025-03-30,304879.0,-0.1977,0.9672,"(-0.1977,0.9672)",0.6353676,0.138801,0.0192657,0.7436,0.9672,0.6576,0.2771,0.557
MYD13Q1_061__250m_16_days_NDVI_doy2025105000000_aid0001,_250m_16_days_NDVI,aid0001,2025-04-15,304891.0,-0.1715,0.8963,"(-0.1715,0.8963)",0.6074865,0.12098,0.0146362,0.6889,0.8963,0.6245,0.3354,0.5475
MYD13Q1_061__250m_16_days_NDVI_doy2025121000000_aid0001,_250m_16_days_NDVI,aid0001,2025-05-01,304874.0,-0.1998,0.9822,"(-0.1998,0.9822)",0.5793877,0.1266912,0.0160507,0.6639,0.8886,0.5953,0.2849,0.5123
MYD13Q1_061__250m_16_days_NDVI_doy2025137000000_aid0001,_250m_16_days_NDVI,aid0001,2025-05-17,304867.0,-0.2,0.9994,"(-0.2,0.9994)",0.4687121,0.1768841,0.031288,0.6008,0.9838,0.4874,-0.0385,0.3449
MYD13Q1_061__250m_16_days_NDVI_doy2025153000000_aid0001,_250m_16_days_NDVI,aid0001,2025-06-02,304742.0,-0.1995,0.9992,"(-0.1995,0.9992)",0.5592124,0.1390336,0.0193303,0.649,0.8782,0.5768,0.267,0.4962
MYD13Q1_061__250m_16_days_NDVI_doy2025169000000_aid0001,_250m_16_days_NDVI,aid0001,2025-06-18,304741.0,-0.1989,0.9992,"(-0.1989,0.9992)",0.5311316,0.1937836,0.0375521,0.6757,0.9992,0.5652,0.0091,0.409
MYD13Q1_061__250m_16_days_NDVI_doy2025185000000_aid0001,_250m_16_days_NDVI,aid0001,2025-07-04,304708.0,-0.2,0.999,"(-0.2,0.999)",0.5159181,0.1966939,0.0386885,0.6718,0.999,0.5486,-0.0453,0.3849
MYD13Q1_061__250m_16_days_NDVI_doy2025201000000_aid0001,_250m_16_days_NDVI,aid0001,2025-07-20,304744.0,-0.2,0.9989,"(-0.2,0.9989)",0.3482832,0.1908478,0.0364229,0.4768,0.8957,0.3311,-0.2,0.1974
MYD13Q1_061__250m_16_days_NDVI_doy2025217000000_aid0001,_250m_16_days_NDVI,aid0001,2025-08-05,303890.0,-0.2,0.9995,"(-0.2,0.9995)",0.4711127,0.2288229,0.0523599,0.6617,0.9995,0.4926,-0.2,0.2994
MYD13Q1_061__250m_16_days_NDVI_doy2025233000000_aid0001,_250m_16_days_NDVI,aid0001,2025-08-21,303737.0,-0.2,0.9987,"(-0.2,0.9987)",0.6535033,0.1985144,0.039408,0.7812,0.9987,0.7079,0.309,0.5923
MYD13Q1_061__250m_16_days_NDVI_doy2025249000000_aid0001,_250m_16_days_NDVI,aid0001,2025-09-06,304716.0,-0.1981,0.9991,"(-0.1981,0.9991)",0.495643,0.2376106,0.0564588,0.7005,0.9991,0.4912,-0.1981,0.3108
