File,aid,Date,2,3,17,65,81,129,145
QC_Night_2025097_aid0001,aid0001,2025-04-07 00:00:00+00:00,1.0,9,100.0,1828.0,1.0,,
QC_Night_2025105_aid0001,aid0001,2025-04-15 00:00:00+00:00,605.0,9,7.0,8791.0,94.0,,
QC_Night_2025113_aid0001,aid0001,2025-04-23 00:00:00+00:00,1.0,9,,336.0,89.0,,
QC_Night_2025121_aid0001,aid0001,2025-05-01 00:00:00+00:00,,9,80.0,3305.0,3.0,,
QC_Night_2025129_aid0001,aid0001,2025-05-09 00:00:00+00:00,3.0,9,53.0,2470.0,46.0,,
QC_Night_2025137_aid0001,aid0001,2025-05-17 00:00:00+00:00,11859.0,9,,3324.0,,,
QC_Night_2025145_aid0001,aid0001,2025-05-25 00:00:00+00:00,15844.0,9,,,,,
QC_Night_2025153_aid0001,aid0001,2025-06-02 00:00:00+00:00,7985.0,9,,6753.0,6.0,,
QC_Night_2025161_aid0001,aid0001,2025-06-10 00:00:00+00:00,13705.0,9,,1955.0,,,
QC_Night_2025169_aid0001,aid0001,2025-06-18 00:00:00+00:00,15720.0,9,,124.0,,,
QC_Night_2025177_aid0001,aid0001,2025-06-26 00:00:00+00:00,15844.0,9,,,,,
QC_Night_2025185_aid0001,aid0001,2025-07-04 00:00:00+00:00,15844.0,9,,,,,
QC_Night_2025193_aid0001,aid0001,2025-07-12 00:00:00+00:00,15844.0,9,,,,,
QC_Night_2025201_aid0001,aid0001,2025-07-20 00:00:00+00:00,15844.0,9,,,,,
QC_Night_2025209_aid0001,aid0001,2025-07-28 00:00:00+00:00,15826.0,9,,,,18.0,
QC_Night_2025217_aid0001,aid0001,2025-08-05 00:00:00+00:00,15844.0,9,,,,,
QC_Night_2025225_aid0001,aid0001,2025-08-13 00:00:00+00:00,15844.0,9,,,,,
QC_Night_2025233_aid0001,aid0001,2025-08-21 00:00:00+00:00,15819.0,9,,25.0,,,
QC_Night_2025241_aid0001,aid0001,2025-08-29 00:00:00+00:00,15350.0,9,,373.0,,,
QC_Night_2025249_aid0001,aid0001,2025-09-06 00:00:00+00:00,15844.0,9,,,,,
QC_Night_2025257_aid0001,aid0001,2025-09-14 00:00:00+00:00,15844.0,9,,,,,
QC_Night_2025265_aid0001,aid0001,2025-09-22 00:00:00+00:00,15313.0,9,,131.0,,381.0,
